거래일자,담당자,거래처코드,거래처명,매출구분,품목코드,품목명,수량,단가,공급가,부가세,원가
2023-01-01,영업지원팀,KR1394,범우화학공업(주)시화,매출,501538,D-5000,620.00,"4,500.00","2,790,000.00",0.00,"2,483,550.00"
2023-01-01,유통3팀,353483,크레텍웰딩주식회사(CRETEC),매출,501538,D-5000,40.00,"4,500.00","180,000.00",0.00,"159,476.00"
2023-01-01,유통5팀,100288,(주)동신툴피아,매출,550080,P-ST(PL),6.00,"160,000.00","960,000.00",0.00,"793,421.00"
2023-01-01,유통5팀,205105,(주)청솔케미칼,매출,550080,P-ST(PL),20.00,"160,000.00","3,200,000.00",0.00,"2,835,445.00"
2023-01-01,유통3팀,450209,범우하이텍,매출,550080,P-ST(PL),10.00,"160,000.00","1,600,000.00",0.00,"1,397,430.00"
2023-01-01,유통3팀,353483,크레텍웰딩주식회사(CRETEC),매출,550080,P-ST(PL),1.10,"1,600,000.00","1,760,000.00",0.00,"1,537,173.00"
2023-01-01,유통2팀,105710,행복나래 주식회사,매출,550080,P-ST(PL),2.00,"160,000.00","320,000.00",0.00,"379,029.00"
2023-01-01,유통1팀,200063,(주)덕수케미칼,매출,550007,WD-40 1GALLON,40.00,"29,000.00","1,160,000.00",0.00,"1,025,744.00"
2023-01-01,유통1팀,100114,(주)동명하이텍,매출,550007,WD-40 1GALLON,12.00,"29,000.00","348,000.00",0.00,"307,723.00"
2023-01-01,유통5팀,100288,(주)동신툴피아,매출,550007,WD-40 1GALLON,8.00,"29,000.00","232,000.00",0.00,"193,573.00"
2023-01-01,유통5팀,904032,수성상사,매출,550007,WD-40 1GALLON,4.00,"29,000.00","116,000.00",0.00,"96,786.00"
2023-01-01,유통3팀,353483,크레텍웰딩주식회사(CRETEC),매출,550007,WD-40 1GALLON,24.00,"29,000.00","696,000.00",0.00,"613,371.00"
2023-01-01,유통1팀,103982,한성상사,매출,550007,WD-40 1GALLON,8.00,"29,000.00","232,000.00",0.00,"205,148.00"
2023-01-01,영업지원팀,700167,범우화학공업(주)양산,매출,501887,DCHA,80.00,"768,600.00","61,488,000.00",0.00,"68,282,061.00"
2023-01-01,유통2팀,700167,범우화학공업(주)양산,매출,500150,MIKROCOUNT DUO,140.00,"4,500.00","630,000.00",0.00,"829,617.00"
2023-01-01,유통2팀,200099,선우과학상사,매출,500150,MIKROCOUNT DUO,60.00,"6,500.00","390,000.00",0.00,"421,274.00"
2023-01-01,유통2팀,KR0898,주식회사비아이티범우연구소,매출,500150,MIKROCOUNT DUO,600.00,"4,500.00","2,700,000.00",0.00,"3,555,499.00"
2023-01-01,유통2팀,200290,(주)노루오토코팅,매출,501094,SANI CHECK BF,10.00,"9,700.00","97,000.00",0.00,"111,469.00"
2023-01-01,유통2팀,200099,선우과학상사,매출,501094,SANI CHECK BF,20.00,"7,800.00","156,000.00",0.00,"202,122.00"
2023-01-01,유통2팀,105457,좋은날아카데미,매출,501094,SANI CHECK BF,10.00,"6,800.00","68,000.00",0.00,"95,584.00"
2023-01-01,유통2팀,404426,하나종합상사,매출,501094,SANI CHECK BF,40.00,"8,500.00","340,000.00",0.00,"419,581.00"
2023-01-01,유통3팀,355837,(주) 성광종합상사,매출,551395,SPECIALIST(P),18.00,"7,500.00","135,000.00",0.00,"126,299.00"
2023-01-01,유통5팀,100288,(주)동신툴피아,매출,551395,SPECIALIST(P),6.00,"7,500.00","45,000.00",0.00,"39,670.00"
2023-01-01,유통5팀,207304,(주)제일종합상사웰딩,매출,551395,SPECIALIST(P),6.00,"7,500.00","45,000.00",0.00,"42,352.00"
2023-01-01,유통5팀,905179,대성접착테이프,매출,551395,SPECIALIST(P),6.00,"7,500.00","45,000.00",0.00,"39,670.00"
2023-01-01,유통3팀,500219,범우하이테크 주식회사,매출,551395,SPECIALIST(P),18.00,"7,500.00","135,000.00",0.00,"125,342.00"
2023-01-01,유통3팀,450209,범우하이텍,매출,551395,SPECIALIST(P),60.00,"7,500.00","450,000.00",0.00,"417,808.00"
2023-01-01,유통3팀,353483,크레텍웰딩주식회사(CRETEC),매출,551395,SPECIALIST(P),48.00,"7,500.00","360,000.00",0.00,"334,246.00"
2023-01-01,유통1팀,103982,한성상사,매출,551395,SPECIALIST(P),12.00,"7,500.00","90,000.00",0.00,"83,831.00"
2023-01-01,유통3팀,355837,(주) 성광종합상사,매출,551397,SPECIALIST(Specialist 11oz Silicone 6ct),18.00,"8,500.00","153,000.00",0.00,"126,406.00"
2023-01-01,유통1팀,200063,(주)덕수케미칼,매출,551397,SPECIALIST(Specialist 11oz Silicone 6ct),60.00,"8,500.00","510,000.00",0.00,"419,259.00"
2023-01-01,유통1팀,100114,(주)동명하이텍,매출,551397,SPECIALIST(Specialist 11oz Silicone 6ct),12.00,"8,500.00","102,000.00",0.00,"83,852.00"
2023-01-01,유통5팀,207304,(주)제일종합상사웰딩,매출,551397,SPECIALIST(Specialist 11oz Silicone 6ct),18.00,"8,500.00","153,000.00",0.00,"127,262.00"
2023-01-01,유통5팀,205105,(주)청솔케미칼,매출,551397,SPECIALIST(Specialist 11oz Silicone 6ct),240.00,"8,500.00","2,040,000.00",0.00,"1,696,823.00"
2023-01-01,유통3팀,500219,범우하이테크 주식회사,매출,551397,SPECIALIST(Specialist 11oz Silicone 6ct),42.00,"8,500.00","357,000.00",0.00,"292,416.00"
2023-01-01,유통3팀,450209,범우하이텍,매출,551397,SPECIALIST(Specialist 11oz Silicone 6ct),120.00,"8,500.00","1,020,000.00",0.00,"835,474.00"
2023-01-01,유통1팀,106359,영진하이텍,매출,551397,SPECIALIST(Specialist 11oz Silicone 6ct),60.00,"8,500.00","510,000.00",0.00,"419,259.00"
2023-01-01,유통1팀,103982,한성상사,매출,551397,SPECIALIST(Specialist 11oz Silicone 6ct),12.00,"8,500.00","102,000.00",0.00,"83,852.00"
2023-01-01,유통3팀,353485,(주)대왕상사,매출,551828,SPECIALIST(T) 수입금지,6.00,"8,500.00","51,000.00",0.00,"36,338.00"
2023-01-01,유통3팀,355837,(주) 성광종합상사,매출,551396,SPECIALIST(white lithium grease 10oz 6ct CARB),18.00,"8,500.00","153,000.00",0.00,"120,432.00"
2023-01-01,유통5팀,207304,(주)제일종합상사웰딩,매출,551396,SPECIALIST(white lithium grease 10oz 6ct CARB),6.00,"8,500.00","51,000.00",0.00,"40,429.00"
2023-01-01,유통1팀,115773,뉴천일연마 주식회사,매출,551396,SPECIALIST(white lithium grease 10oz 6ct CARB),12.00,"8,500.00","102,000.00",0.00,"79,870.00"
2023-01-01,유통3팀,500219,범우하이테크 주식회사,매출,551396,SPECIALIST(white lithium grease 10oz 6ct CARB),12.00,"8,500.00","102,000.00",0.00,"79,565.00"
2023-01-01,유통3팀,450209,범우하이텍,매출,551396,SPECIALIST(white lithium grease 10oz 6ct CARB),60.00,"8,500.00","510,000.00",0.00,"397,826.00"
2023-01-01,유통5팀,904032,수성상사,매출,551396,SPECIALIST(white lithium grease 10oz 6ct CARB),12.00,"8,500.00","102,000.00",0.00,"74,780.00"
2023-01-01,유통3팀,353483,크레텍웰딩주식회사(CRETEC),매출,551396,SPECIALIST(white lithium grease 10oz 6ct CARB),48.00,"8,500.00","408,000.00",0.00,"318,261.00"
2023-01-01,유통2팀,105710,행복나래 주식회사,매출,551396,SPECIALIST(white lithium grease 10oz 6ct CARB),1.00,"10,000.00","10,000.00",0.00,"9,974.00"
2023-01-01,유통2팀,113856,(주)이랜드이츠,매출,551498,용기(475ml),180.00,600.00,"108,000.00",0.00,"120,549.00"
2023-01-01,유통3팀,353485,(주)대왕상사,매출,552476,BEX NBR GLOVE(GRAY L),"4,250.00","1,100.00","4,675,000.00",0.00,"4,955,964.00"
2023-01-01,유통3팀,500219,범우하이테크 주식회사,매출,552476,BEX NBR GLOVE(GRAY L),150.00,"1,100.00","165,000.00",0.00,"173,746.00"
2023-01-01,영업지원팀,700167,범우화학공업(주)양산,매출,552476,BEX NBR GLOVE(GRAY L),100.00,"1,100.00","110,000.00",0.00,"116,291.00"
2023-01-01,유통3팀,754092,재경상사,매출,552476,BEX NBR GLOVE(GRAY L),200.00,"1,100.00","220,000.00",0.00,"233,221.00"
2023-01-01,유통3팀,353485,(주)대왕상사,매출,552477,BEX NBR GLOVE(GRAY M),"1,750.00","1,100.00","1,925,000.00",0.00,"2,088,801.00"
2023-01-01,유통3팀,500219,범우하이테크 주식회사,매출,552477,BEX NBR GLOVE(GRAY M),50.00,"1,100.00","55,000.00",0.00,"59,290.00"
2023-01-01,유통5팀,108973,개인판매(박승진),매출,502179,VEGEAQUA MASK(BEIGE L),400.00,272.73,"109,092.00",0.00,"98,155.00"
2023-01-01,유통5팀,950091,다우접착테이프,매출,502179,VEGEAQUA MASK(BEIGE L),"1,200.00",200.00,"240,000.00",0.00,"279,861.00"
2023-01-01,유통3팀,500219,범우하이테크 주식회사,매출,502179,VEGEAQUA MASK(BEIGE L),800.00,250.00,"200,000.00",0.00,"190,731.00"
2023-01-01,유통5팀,450481,신성약국,매출,502179,VEGEAQUA MASK(BEIGE L),100.00,300.00,"30,000.00",0.00,"24,995.00"
2023-01-01,유통2팀,201908,태경플러스(주),매출,502179,VEGEAQUA MASK(BEIGE L),25.00,300.00,"7,500.00",0.00,"9,103.00"
2023-01-01,유통5팀,950091,다우접착테이프,매출,502180,VEGEAQUA MASK(BEIGE M),"1,200.00",200.00,"240,000.00",0.00,"256,158.00"
2023-01-01,유통5팀,108973,개인판매(박승진),매출,502172,VEGEAQUA MASK(BLACK L),"1,700.00",259.36,"440,911.00",0.00,"413,635.00"
2023-01-01,유통5팀,950091,다우접착테이프,매출,502172,VEGEAQUA MASK(BLACK L),"2,000.00",200.00,"400,000.00",0.00,"466,763.00"
2023-01-01,유통5팀,450484,바른약국,매출,502172,VEGEAQUA MASK(BLACK L),150.00,300.00,"45,000.00",0.00,"37,518.00"
2023-01-01,유통5팀,118563,삼도회계법인,매출,502172,VEGEAQUA MASK(BLACK L),"2,000.00",350.00,"700,000.00",0.00,"516,962.00"
2023-01-01,유통2팀,201908,태경플러스(주),매출,502172,VEGEAQUA MASK(BLACK L),125.00,300.00,"37,500.00",0.00,"45,528.00"
2023-01-01,유통5팀,108973,개인판매(박승진),매출,502170,VEGEAQUA MASK(WHITE L),600.00,257.57,"154,542.00",0.00,"145,778.00"
2023-01-01,영업지원팀,207097,개인판매(박영환),매출,502170,VEGEAQUA MASK(WHITE L),"1,200.00",363.64,"436,364.00",0.00,"309,146.00"
2023-01-01,유통5팀,950091,다우접착테이프,매출,502170,VEGEAQUA MASK(WHITE L),"1,200.00",200.00,"240,000.00",0.00,"279,997.00"
2023-01-01,영업지원팀,KR1394,범우화학공업(주)시화,매출,502170,VEGEAQUA MASK(WHITE L),500.00,250.00,"125,000.00",0.00,"119,787.00"
2023-01-01,유통5팀,118563,삼도회계법인,매출,502170,VEGEAQUA MASK(WHITE L),"2,000.00",350.00,"700,000.00",0.00,"516,860.00"
2023-01-01,유통5팀,450481,신성약국,매출,502170,VEGEAQUA MASK(WHITE L),300.00,300.00,"90,000.00",0.00,"75,020.00"
2023-01-01,유통2팀,201908,태경플러스(주),매출,502170,VEGEAQUA MASK(WHITE L),25.00,300.00,"7,500.00",0.00,"9,106.00"
2023-01-01,유통3팀,353483,크레텍웰딩주식회사(CRETEC),매출,500648,WD-40 BIKE CLEANER,12.00,"7,500.00","90,000.00",0.00,"70,685.00"
2023-01-01,유통1팀,200063,(주)덕수케미칼,매출,552139,WD-40 BIKE(Dry),60.00,"7,100.00","426,000.00",0.00,"292,719.00"
2023-01-01,유통2팀,203756,(주)씨엔모드,매출,552139,WD-40 BIKE(Dry),60.00,"4,773.00","286,380.00",0.00,"358,942.00"
2023-01-01,유통2팀,105544,(주)이마트,매출,552139,WD-40 BIKE(Dry),84.00,"6,277.00","527,268.00",0.00,"561,354.00"
2023-01-01,유통3팀,353483,크레텍웰딩주식회사(CRETEC),매출,552139,WD-40 BIKE(Dry),12.00,"7,100.00","85,200.00",0.00,"58,290.00"
2023-01-01,유통3팀,353485,(주)대왕상사,매출,552140,WD-40 BIKE(Wet),12.00,"7,100.00","85,200.00",0.00,"60,619.00"
2023-01-01,유통3팀,500219,범우하이테크 주식회사,매출,500647,WD-40 Bike Degreaser,12.00,"6,500.00","78,000.00",0.00,"53,424.00"
2023-01-01,유통5팀,205105,(주)청솔케미칼,매출,400438,CT-21 1 KG(수성),600.00,"3,700.00","2,220,000.00",0.00,"2,350,748.00"
2023-01-01,유통3팀,450209,범우하이텍,매출,400438,CT-21 1 KG(수성),624.00,"4,000.00","2,496,000.00",0.00,"2,444,453.00"
2023-01-01,유통1팀,400042,주식회사 계룡,매출,400438,CT-21 1 KG(수성),240.00,"4,000.00","960,000.00",0.00,"998,586.00"
2023-01-01,유통5팀,205105,(주)청솔케미칼,매출,400439,CT-21 20 kg (수성),5.00,"65,000.00","325,000.00",0.00,"341,061.00"
2023-01-01,유통3팀,450209,범우하이텍,매출,400439,CT-21 20 kg (수성),5.00,"65,000.00","325,000.00",0.00,"336,940.00"
2023-01-01,유통1팀,200063,(주)덕수케미칼,매출,400046,WD-40 120ML,200.00,"1,700.00","340,000.00",0.00,"298,020.00"
2023-01-01,유통5팀,100288,(주)동신툴피아,매출,400046,WD-40 120ML,"1,000.00","1,700.00","1,700,000.00",0.00,"1,405,272.00"
2023-01-01,유통1팀,100446,(주)부광케이씨,매출,400046,WD-40 120ML,600.00,"1,700.00","1,020,000.00",0.00,"894,058.00"
2023-01-01,유통2팀,103284,(주)서브원,매출,400046,WD-40 120ML,20.00,"1,600.00","32,000.00",0.00,"39,344.00"
2023-01-01,유통2팀,203756,(주)씨엔모드,매출,400046,WD-40 120ML,240.00,"1,600.00","384,000.00",0.00,"472,146.00"
2023-01-01,유통5팀,202207,(주)에스엔더블유,매출,400046,WD-40 120ML,200.00,"1,700.00","340,000.00",0.00,"301,318.00"
2023-01-01,유통1팀,952531,(주)우리종합금속,매출,400046,WD-40 120ML,40.00,"1,700.00","68,000.00",0.00,"63,539.00"
2023-01-01,유통1팀,206191,(주)일신비츠온,매출,400046,WD-40 120ML,100.00,"1,700.00","170,000.00",0.00,"149,010.00"
2023-01-01,유통5팀,205105,(주)청솔케미칼,매출,400046,WD-40 120ML,400.00,"1,700.00","680,000.00",0.00,"602,633.00"
2023-01-01,유통2팀,203940,(주)하우플러스,매출,400046,WD-40 120ML,60.00,"1,750.00","105,000.00",0.00,"122,228.00"
2023-01-01,유통1팀,100069,대명상사,매출,400046,WD-40 120ML,40.00,"1,700.00","68,000.00",0.00,"59,604.00"
2023-01-01,유통1팀,201279,디와이(DY)상사,매출,400046,WD-40 120ML,40.00,"1,700.00","68,000.00",0.00,"59,604.00"
2023-01-01,유통3팀,450209,범우하이텍,매출,400046,WD-40 120ML,400.00,"1,700.00","680,000.00",0.00,"594,009.00"
2023-01-01,유통1팀,200263,케미코,매출,400046,WD-40 120ML,20.00,"1,700.00","34,000.00",0.00,"29,801.00"
2023-01-01,유통3팀,353483,크레텍웰딩주식회사(CRETEC),매출,400046,WD-40 120ML,300.00,"1,700.00","510,000.00",0.00,"445,507.00"
2023-01-01,유통2팀,105710,행복나래 주식회사,매출,400046,WD-40 120ML,63.00,"2,020.00","127,260.00",0.00,"136,263.00"
2023-01-01,유통3팀,353485,(주)대왕상사,매출,400020,WD-40 220ML,350.00,"2,200.00","770,000.00",0.00,"690,885.00"
2023-01-01,유통1팀,200063,(주)덕수케미칼,매출,400020,WD-40 220ML,420.00,"2,200.00","924,000.00",0.00,"825,268.00"
2023-01-01,유통2팀,200404,(주)돌비웨이,매출,400020,WD-40 220ML,525.00,"2,200.00","1,155,000.00",0.00,"1,387,431.00"
2023-01-01,유통1팀,100114,(주)동명하이텍,매출,400020,WD-40 220ML,700.00,"2,200.00","1,540,000.00",0.00,"1,375,448.00"
2023-01-01,유통5팀,100288,(주)동신툴피아,매출,400020,WD-40 220ML,"1,050.00","2,200.00","2,310,000.00",0.00,"1,947,910.00"
2023-01-01,유통1팀,100446,(주)부광케이씨,매출,400020,WD-40 220ML,"4,550.00","2,200.00","10,010,000.00",0.00,"8,940,406.00"
2023-01-01,유통5팀,202207,(주)에스엔더블유,매출,400020,WD-40 220ML,"16,310.00","2,200.00","35,882,000.00",0.00,"32,395,972.00"
2023-01-01,유통1팀,206191,(주)일신비츠온,매출,400020,WD-40 220ML,245.00,"2,200.00","539,000.00",0.00,"481,407.00"
2023-01-01,유통2팀,203940,(주)하우플러스,매출,400020,WD-40 220ML,70.00,"2,200.00","154,000.00",0.00,"184,990.00"
2023-01-01,유통1팀,115773,뉴천일연마 주식회사,매출,400020,WD-40 220ML,175.00,"2,200.00","385,000.00",0.00,"343,862.00"
2023-01-01,유통1팀,201279,디와이(DY)상사,매출,400020,WD-40 220ML,"1,575.00","2,200.00","3,465,000.00",0.00,"3,094,756.00"
2023-01-01,유통3팀,500219,범우하이테크 주식회사,매출,400020,WD-40 220ML,525.00,"2,200.00","1,155,000.00",0.00,"1,028,140.00"
2023-01-01,유통3팀,450209,범우하이텍,매출,400020,WD-40 220ML,"2,240.00","2,200.00","4,928,000.00",0.00,"4,386,729.00"
2023-01-01,유통1팀,110653,상도상사,매출,400020,WD-40 220ML,350.00,"2,200.00","770,000.00",0.00,"687,724.00"
2023-01-01,유통1팀,555322,에이원케미칼,매출,400020,WD-40 220ML,175.00,"2,200.00","385,000.00",0.00,"366,139.00"
2023-01-01,유통3팀,350128,에이치제이(HJ)테이프,매출,400020,WD-40 220ML,175.00,"2,200.00","385,000.00",0.00,"345,442.00"
2023-01-01,유통1팀,404459,재현접착테이프,매출,400020,WD-40 220ML,70.00,"2,200.00","154,000.00",0.00,"146,455.00"
2023-01-01,유통1팀,400042,주식회사 계룡,매출,400020,WD-40 220ML,350.00,"2,200.00","770,000.00",0.00,"732,278.00"
2023-01-01,유통1팀,109446,주식회사 동아티앤에스,매출,400020,WD-40 220ML,"1,750.00","2,200.00","3,850,000.00",0.00,"3,438,618.00"
2023-01-01,영업지원팀,650008,주식회사 협신,매출,400020,WD-40 220ML,70.00,"2,200.00","154,000.00",0.00,"137,729.00"
2023-01-01,유통3팀,353483,크레텍웰딩주식회사(CRETEC),매출,400020,WD-40 220ML,140.00,"2,200.00","308,000.00",0.00,"274,170.00"
2023-01-01,유통2팀,201908,태경플러스(주),매출,400020,WD-40 220ML,350.00,"2,300.00","805,000.00",0.00,"1,007,261.00"
2023-01-01,유통2팀,105710,행복나래 주식회사,매출,400020,WD-40 220ML,35.00,"2,300.00","80,500.00",0.00,"94,125.00"
2023-01-01,유통3팀,355837,(주) 성광종합상사,매출,400019,WD-40 360ML,"4,800.00","3,050.00","14,640,000.00",0.00,"12,606,694.00"
2023-01-01,유통3팀,353485,(주)대왕상사,매출,400019,WD-40 360ML,"5,760.00","3,050.00","17,568,000.00",0.00,"15,128,031.00"
2023-01-01,유통1팀,200063,(주)덕수케미칼,매출,400019,WD-40 360ML,"1,920.00","3,050.00","5,856,000.00",0.00,"5,018,642.00"
2023-01-01,유통1팀,100114,(주)동명하이텍,매출,400019,WD-40 360ML,240.00,"3,050.00","732,000.00",0.00,"627,329.00"
2023-01-01,유통5팀,100288,(주)동신툴피아,매출,400019,WD-40 360ML,"12,480.00","3,050.00","38,064,000.00",0.00,"30,721,927.00"
2023-01-01,유통5팀,201931,(주)백두종합상사,매출,400019,WD-40 360ML,"4,440.00","3,050.00","13,542,000.00",0.00,"11,736,967.00"
2023-01-01,유통1팀,100446,(주)부광케이씨,매출,400019,WD-40 360ML,"1,920.00","3,050.00","5,856,000.00",0.00,"5,018,642.00"
2023-01-01,유통2팀,103284,(주)서브원,매출,400019,WD-40 360ML,360.00,"3,050.00","1,098,000.00",0.00,"1,279,280.00"
2023-01-01,유통1팀,100207,(주)신개암,매출,400019,WD-40 360ML,"1,200.00","3,050.00","3,660,000.00",0.00,"3,348,425.00"
2023-01-01,유통2팀,203756,(주)씨엔모드,매출,400019,WD-40 360ML,300.00,"3,050.00","915,000.00",0.00,"1,066,065.00"
2023-01-01,유통5팀,202207,(주)에스엔더블유,매출,400019,WD-40 360ML,720.00,"3,050.00","2,196,000.00",0.00,"1,903,290.00"
2023-01-01,유통1팀,952531,(주)우리종합금속,매출,400019,WD-40 360ML,"3,600.00","3,050.00","10,980,000.00",0.00,"10,045,280.00"
2023-01-01,유통5팀,201419,(주)윈윈코리아,매출,400019,WD-40 360ML,960.00,"3,050.00","2,928,000.00",0.00,"2,537,722.00"
2023-01-01,유통1팀,206191,(주)일신비츠온,매출,400019,WD-40 360ML,"1,680.00","3,050.00","5,124,000.00",0.00,"4,391,311.00"
2023-01-01,유통5팀,207304,(주)제일종합상사웰딩,매출,400019,WD-40 360ML,"2,400.00","3,050.00","7,320,000.00",0.00,"6,344,307.00"
2023-01-01,유통5팀,205105,(주)청솔케미칼,매출,400019,WD-40 360ML,"6,240.00","3,050.00","19,032,000.00",0.00,"16,495,195.00"
2023-01-01,유통3팀,353480,(주)케이비원,매출,400019,WD-40 360ML,"10,560.00","3,050.00","32,208,000.00",0.00,"27,506,447.00"
2023-01-01,유통2팀,105162,국군복지단,매출,400019,WD-40 360ML,"2,657.00","2,150.91","5,714,965.00",0.00,"8,797,741.00"
2023-01-01,유통1팀,115773,뉴천일연마 주식회사,매출,400019,WD-40 360ML,"2,640.00","3,050.00","8,052,000.00",0.00,"6,900,632.00"
2023-01-01,유통1팀,100069,대명상사,매출,400019,WD-40 360ML,"1,920.00","3,050.00","5,856,000.00",0.00,"5,018,642.00"
2023-01-01,유통3팀,353481,대왕상사유통단지점,매출,400019,WD-40 360ML,"3,840.00","3,050.00","11,712,000.00",0.00,"10,085,354.00"
2023-01-01,유통3팀,353482,대왕종합상사 주식회사,매출,400019,WD-40 360ML,"11,520.00","3,050.00","35,136,000.00",0.00,"30,256,064.00"
2023-01-01,유통3팀,350236,대일테이프,매출,400019,WD-40 360ML,720.00,"3,050.00","2,196,000.00",0.00,"1,891,003.00"
2023-01-01,유통5팀,205743,대일포장,매출,400019,WD-40 360ML,240.00,"3,050.00","732,000.00",0.00,"590,805.00"
2023-01-01,유통1팀,200138,동진이코노(주),매출,400019,WD-40 360ML,"13,200.00","3,050.00","40,260,000.00",0.00,"34,503,157.00"
2023-01-01,유통1팀,550261,명선상사,매출,400019,WD-40 360ML,720.00,"3,050.00","2,196,000.00",0.00,"1,881,989.00"
2023-01-01,영업지원팀,206900,범우켐텍(주),매출,400019,WD-40 360ML,360.00,"2,950.00","1,062,000.00",0.00,"936,596.00"
2023-01-01,유통3팀,500219,범우하이테크 주식회사,매출,400019,WD-40 360ML,"7,680.00","3,050.00","23,424,000.00",0.00,"20,004,689.00"
2023-01-01,유통3팀,450209,범우하이텍,매출,400019,WD-40 360ML,"17,280.00","3,050.00","52,704,000.00",0.00,"45,010,549.00"
2023-01-01,영업지원팀,852372,범우화인켐 주식회사,매출,400019,WD-40 360ML,168.00,"2,950.00","495,600.00",0.00,"437,078.00"
2023-01-01,영업지원팀,KR1394,범우화학공업(주)시화,매출,400019,WD-40 360ML,"3,240.00","2,950.00","9,558,000.00",0.00,"8,429,357.00"
2023-01-01,유통1팀,110653,상도상사,매출,400019,WD-40 360ML,360.00,"3,050.00","1,098,000.00",0.00,"940,995.00"
2023-01-01,유통1팀,555113,상수산업,매출,400019,WD-40 360ML,"1,200.00","3,050.00","3,660,000.00",0.00,"3,136,650.00"
2023-01-01,유통1팀,550210,상수상사,매출,400019,WD-40 360ML,"1,200.00","3,050.00","3,660,000.00",0.00,"3,136,649.00"
2023-01-01,유통1팀,555322,에이원케미칼,매출,400019,WD-40 360ML,"5,040.00","3,050.00","15,372,000.00",0.00,"14,063,394.00"
2023-01-01,유통3팀,350128,에이치제이(HJ)테이프,매출,400019,WD-40 360ML,"2,880.00","3,050.00","8,784,000.00",0.00,"7,564,016.00"
2023-01-01,유통5팀,202232,웅케미칼,매출,400019,WD-40 360ML,120.00,"3,050.00","366,000.00",0.00,"295,404.00"
2023-01-01,유통1팀,207709,유선사,매출,400019,WD-40 360ML,720.00,"3,050.00","2,196,000.00",0.00,"1,881,989.00"
2023-01-01,유통1팀,400042,주식회사 계룡,매출,400019,WD-40 360ML,"2,400.00","3,050.00","7,320,000.00",0.00,"6,696,855.00"
2023-01-01,유통5팀,207049,주식회사 신우,매출,400019,WD-40 360ML,"1,920.00","3,050.00","5,856,000.00",0.00,"5,075,445.00"
2023-01-01,유통3팀,750437,주식회사 재호종합상사,매출,400019,WD-40 360ML,"2,640.00","3,050.00","8,052,000.00",0.00,"6,876,611.00"
2023-01-01,유통5팀,107278,주식회사 프로툴,매출,400019,WD-40 360ML,"4,320.00","3,050.00","13,176,000.00",0.00,"10,634,513.00"
2023-01-01,영업지원팀,650008,주식회사 협신,매출,400019,WD-40 360ML,960.00,"3,050.00","2,928,000.00",0.00,"2,512,838.00"
2023-01-01,유통5팀,905180,지원,매출,400019,WD-40 360ML,480.00,"3,050.00","1,464,000.00",0.00,"1,181,612.00"
2023-01-01,유통5팀,955318,창성종합포장상사,매출,400019,WD-40 360ML,192.00,"3,350.00","643,200.00",0.00,"517,184.00"
2023-01-01,유통1팀,200263,케미코,매출,400019,WD-40 360ML,840.00,"3,050.00","2,562,000.00",0.00,"2,195,655.00"
2023-01-01,유통3팀,353483,크레텍웰딩주식회사(CRETEC),매출,400019,WD-40 360ML,"5,760.00","3,050.00","17,568,000.00",0.00,"15,003,517.00"
2023-01-01,유통2팀,201908,태경플러스(주),매출,400019,WD-40 360ML,480.00,"3,300.00","1,584,000.00",0.00,"1,891,478.00"
2023-01-01,유통1팀,550465,한양상사,매출,400019,WD-40 360ML,960.00,"3,050.00","2,928,000.00",0.00,"2,509,320.00"
2023-01-01,유통2팀,105710,행복나래 주식회사,매출,400019,WD-40 360ML,480.00,"3,180.00","1,526,400.00",0.00,"1,734,770.00"
2023-01-01,유통3팀,355837,(주) 성광종합상사,매출,400084,WD-40 360ml(SS),"5,760.00","3,150.00","18,144,000.00",0.00,"16,019,729.00"
2023-01-01,유통3팀,353485,(주)대왕상사,매출,400084,WD-40 360ml(SS),"1,920.00","3,150.00","6,048,000.00",0.00,"5,339,910.00"
2023-01-01,유통1팀,400052,(주)대전접착테이프,매출,400084,WD-40 360ml(SS),"1,920.00","3,150.00","6,048,000.00",0.00,"5,665,037.00"
2023-01-01,유통1팀,200063,(주)덕수케미칼,매출,400084,WD-40 360ml(SS),"1,920.00","3,150.00","6,048,000.00",0.00,"5,315,086.00"
2023-01-01,유통2팀,200404,(주)돌비웨이,매출,400084,WD-40 360ml(SS),600.00,"3,150.00","1,890,000.00",0.00,"2,243,257.00"
2023-01-01,유통1팀,100114,(주)동명하이텍,매출,400084,WD-40 360ml(SS),960.00,"3,150.00","3,024,000.00",0.00,"2,657,543.00"
2023-01-01,유통5팀,100288,(주)동신툴피아,매출,400084,WD-40 360ml(SS),"9,600.00","3,150.00","30,240,000.00",0.00,"25,066,573.00"
2023-01-01,유통5팀,201931,(주)백두종합상사,매출,400084,WD-40 360ml(SS),"1,320.00","3,150.00","4,158,000.00",0.00,"3,694,453.00"
2023-01-01,영업지원팀,204385,(주)범우 시화공장,매출,400084,WD-40 360ml(SS),"2,880.00","3,050.00","8,784,000.00",0.00,"7,937,775.00"
2023-01-01,영업지원팀,704177,(주)범우 양산공장,매출,400084,WD-40 360ml(SS),"1,440.00","3,050.00","4,392,000.00",0.00,"3,968,888.00"
2023-01-01,유통3팀,350014,(주)범우켐,매출,400084,WD-40 360ml(SS),"1,200.00","3,150.00","3,780,000.00",0.00,"3,337,445.00"
2023-01-01,유통1팀,100446,(주)부광케이씨,매출,400084,WD-40 360ml(SS),"2,640.00","3,150.00","8,316,000.00",0.00,"7,308,242.00"
